Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,-0.215778533527,4,77,18,26,53,72,5,73,188,107,18,-21,15,5,105,77,137,-18,131,160,-12,114,41,186,117,103,79,44,-4,43,277,33
RESOURCE_STALLS.ANY,r01a2:u,0.999922863095,8640524,8655307,9196351,5439632,942020,308099,305698,322179,289475,286944,320420,264183,271918,246460,258564,236038,228269,205727,205784,194728,207742,189386,202921,200682,207249,204155,199542,194818,210820,201990,201781,208509
RESOURCE_STALLS.RS,r04a2:u,0.999871537932,8625734,8628997,9040257,5241667,932800,297367,298218,305870,283364,278369,271066,255489,255451,239288,233881,218447,211070,199843,199414,185687,202356,180680,193214,193079,199995,195108,187384,186030,199710,187521,188845,198323
RESOURCE_STALLS.SB,r08a2:u,0.164644745527,126,882,-165,450,-36,505,-378,-773,-688,27,1781,32,666,-242,128,116,26,-764,81,384,26,18,-11,42,38,-114,-90,-506,577,301,383,-287
RESOURCE_STALLS.ROB,r10a2:u,0.604491463265,11022,19475,136994,157640,7517,8099,6465,14761,5265,7095,38740,7191,13058,5913,20424,14144,14108,5279,5228,7251,4227,7168,8042,6319,5857,7489,10231,7544,8661,11991,10548,8794
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r01a3:u,0.0627040637173,233872,250416,235122,122785,125551,138206,170026,221449,382747,214357,210577,221402,222475,210689,186944,165932,250496,191229,212462,208696,152833,230084,181478,268782,257783,254221,190240,214624,172233,190703,212235,222172
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r02a3:u,0.999876066603,40087360,40269025,41426548,33946223,24970429,23713372,23721633,23654123,23728044,23628085,23619509,23608009,23584918,23559801,23566204,23532073,23506817,23487354,23473286,23487567,23482513,23472635,23471616,23498140,23469376,23478566,23483233,23474864,23488754,23487441,23488207,23485306
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,0.97629911795,5581235,5255760,5651094,1639696,331061,314911,371907,353659,724536,342439,334248,367681,399358,329381,411094,339571,541420,332506,291815,312059,254859,332507,345837,424529,393183,388640,346958,347934,313214,393345,407225,378470
CYCLE_ACTIVITY.CYCLES_L1D_PENDING,r08a3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSD.UOPS,r01a8:u,0.0880226523429,43001383,42970497,42985596,42980592,42987685,42982331,42989758,42986021,42980136,42678505,42981492,42983573,42983364,42972275,42978016,42985798,42975466,42985871,42984134,42968549,42916726,42985758,42986369,42989445,42987838,42985129,42986434,42989518,42987352,42980808,42995562,42979583
ITLB.ITLB_FLUSH,r01ae:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS.DEMAND_DATA_RD,r01b0:u,0.66862365114,1824,2166,3427,1740,1683,2164,1691,1647,1968,1447,1636,1454,1510,1461,1576,1690,1502,1452,1549,1726,1576,1520,1630,1703,1714,1650,1743,1806,1591,1873,1688,1513
OFFCORE_REQUESTS.DEMAND_CODE_RD,r02b0:u,0.0743405526691,2,6,9,13,12,9,5,7,15,3,10,5,2,11,7,0,5,0,5,0,6,1,0,9,5,6,9,7,13,7,5,8
OFFCORE_REQUESTS.DEMAND_RFO,r04b0:u,-0.465538483981,1576,1637,1461,1704,1783,2576,2873,1827,1795,1883,1853,1822,1882,1977,1969,2696,1819,1967,2350,1865,1838,1920,1992,2056,1881,1916,1774,1867,1914,1895,1841,2204
OFFCORE_REQUESTS.ALL_DATA_RD,r08b0:u,0.157602849971,66332,66504,66160,66113,66345,66708,66840,66045,66066,66084,66279,66231,66263,66069,66463,66520,66094,66124,66098,66088,66067,66126,66196,66122,66090,66072,66158,66075,66220,66180,66156,66085
UOPS_EXECUTED.CORE,r02b1:u,0.497341911648,52458545,52467533,52452776,52445683,52454208,52462233,52471731,52446275,52443826,52445259,52445223,52445554,52445147,52447579,52444260,52450247,52445163,52444193,52445426,52439418,52437437,52441610,52443933,52443856,52442728,52444458,52442269,52443824,52441770,52442493,52441651,52445920
PAGE_WALKER_LOADS.DTLB_L1,r11bc:u,-0.0505578571344,1767,1760,1788,1773,1758,1763,1730,1782,1791,1776,1770,1762,1778,1782,1764,1760,1772,1782,1782,1776,1780,1776,1765,1773,1778,1784,1779,1780,1775,1775,1776,1784
PAGE_WALKER_LOADS.ITLB_L1,r21bc:u,0.268277540496,-1,1,4,1,2,1,-4,-2,1,0,-1,-1,1,0,-1,-2,3,0,1,3,1,0,-1,1,1,-1,-1,-1,-1,1,1,0
PAGE_WALKER_LOADS.DTLB_L2,r12bc:u,-0.280877292438,152,159,158,162,159,159,158,158,159,161,162,163,157,157,158,157,162,165,161,162,161,158,158,162,161,156,158,158,157,159,158,158
PAGE_WALKER_LOADS.ITLB_L2,r22bc:u,0.110847869766,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,-1,0
PAGE_WALKER_LOADS.DTLB_L3,r14bc:u,0.225332916038,73,68,68,75,63,39,68,72,63,55,67,60,57,65,66,10,72,74,84,51,80,67,72,61,49,62,60,66,61,60,64,49
PAGE_WALKER_LOADS.ITLB_L3,r24bc:u,-0.289080771772,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1
PAGE_WALKER_LOADS.DTLB_MEMORY,r18bc:u,-0.0274545481845,56,63,28,52,49,67,54,61,42,53,54,52,48,43,56,99,53,34,30,35,30,41,35,34,44,40,65,63,42,58,80,51
PAGE_WALKER_LOADS.ITLB_MEMORY,r28bc:u,0.0697104064846,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
TLB_FLUSH.DTLB_THREAD,r01bd:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLB_FLUSH.STLB_ANY,r20bd:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INST_RETIRED.ANY_P,instructions:u,0.252356172439,44040048,44040048,44040048,44040048,44040047,44040047,44040047,44040048,44040047,44040047,44040047,44040045,44040047,44040048,44040047,44040048,44040047,44040047,44040047,44040048,44040048,44040047,44040047,44040048,44040048,44040047,44040049,44040047,44040048,44040049,44040048,44040047
INST_RETIRED.ALL,r01c0:u,0.252356172439,44040048,44040048,44040048,44040048,44040047,44040047,44040047,44040048,44040047,44040047,44040047,44040045,44040047,44040048,44040047,44040048,44040047,44040047,44040047,44040048,44040048,44040047,44040047,44040048,44040048,44040047,44040049,44040047,44040048,44040049,44040048,44040047
OTHER_ASSISTS.AVX_TO_SSE,r08c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.SSE_TO_AVX,r10c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.ANY_WB_ASSIST,r40c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UOPS_RETIRED.ALL,r01c2:u,-0.0963550854916,54529075,54533688,54527698,54529733,54531480,54530699,54530290,54530615,54530481,54530320,54530386,54530209,54530451,54530798,54530072,54531129,54535113,54530097,54529595,54528902,54529362,54527294,54535540,54529983,54529930,54530115,54531636,54530085,54529601,54532923,54529190,54529560
UOPS_RETIRED.RETIRE_SLOTS,r02c2:u,-0.101045963995,42994746,42999246,42993384,42995385,42997098,42996354,42995951,42996286,42996152,42995998,42996065,42995885,42996116,42996470,42995741,42996798,43000759,42995776,42995249,42994571,42995029,42992975,43001177,42995654,42995593,42995794,42997238,42995756,42995263,42998482,42994868,42995232
MACHINE_CLEARS.MEMORY_ORDERING,r02c3:u,0.483721222716,131,163,-34,85,114,109,121,-2,3,-8,15,0,4,1,12,1,1,32,4,1,15,-4,2,-1,3,-3,2,-3,2,3,1,1
MACHINE_CLEARS.SMC,r04c3:u,-0.292382599612,49,69,48,72,55,96,73,107,98,100,181,115,89,91,166,117,125,326,50,63,103,75,118,81,100,91,72,88,69,60,81,78
MACHINE_CLEARS.MASKMOV,r20c3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_INST_RETIRED.ALL_BRANCHES,branch-instructions:u,0.328796199234,6291438,6291438,6291437,6291438,6291438,6291437,6291437,6291437,6291437,6291438,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291438,6291437,6291437,6291438,6291437,6291437,6291438,6291438,6291437,6291437,6291437,6291437,6291437,6291438,6291437
BR_INST_RETIRED.CONDITIONAL,r01c4:u,nan,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434
BR_INST_RETIRED.NEAR_CALL,r02c4:u,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BR_INST_RETIRED.ALL_BRANCHES,r04c4:u,0.559277403705,6291438,6291443,6291437,6291438,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291438,6291437,6291437,6291437,6291437,6291438,6291438,6291437,6291437,6291437,6291437,6291437,6291438,6291437,6291437,6291438,6291437
BR_INST_RETIRED.NEAR_RETURN,r08c4:u,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BR_INST_RETIRED.NOT_TAKEN,r10c4:u,nan,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574
BR_INST_RETIRED.NEAR_TAKEN,r20c4:u,nan,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862
BR_INST_RETIRED.FAR_BRANCH,r40c4:u,0.58689806863,2,7,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,2,1,1,1,1,1,1,1,0,1,1,0,0,1,1
BR_MISP_RETIRED.ALL_BRANCHES,branch-misses:u,-0.0435391407208,15,24,5,13,12,15,11,2,-8,15,15,26,17,26,16,24,24,10,36,1,20,41,12,16,26,9,10,11,25,-8,9,20
BR_MISP_RETIRED.CONDITIONAL,r01c5:u,0.241473654002,29,28,5,19,16,19,19,13,14,5,20,1,30,16,7,20,18,17,6,15,5,31,5,15,25,20,5,-1,7,22,4,12
BR_MISP_RETIRED.ALL_BRANCHES,r04c5:u,0.209015614602,31,29,5,19,17,21,20,16,14,6,22,1,32,19,7,22,19,18,5,19,5,35,4,16,27,22,5,-3,7,23,5,13
BR_MISP_RETIRED.NEAR_TAKEN,r20c5:u,0.0519443272612,13,14,3,8,11,13,14,8,6,2,13,-2,23,13,2,16,7,9,0,12,1,27,0,13,19,17,1,-6,1,12,-2,8
FP_ASSIST.X87_OUTPUT,r02ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.X87_INPUT,r04ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_OUTPUT,r08ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_INPUT,r10ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.ANY,r1eca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROB_MISC_EVENTS.LBR_INSERTS,r20cc:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.STLB_MISS.LOADS,r11d0:u,0.547772502402,2,3,812,2,2,2,1,3,2,3,1,2,3,1,1,2,1,2,1,3,2,1,3,2,3,2,2,2,4,1,2,2
MEM_UOPS_RETIRED.STLB_MISS.STORES,r12d0:u,-0.877131749175,1021,1020,1020,1019,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1024,1024,1023,1024,1023,1023,1023,1023,1023,1023,1023,1024,1023
MEM_UOPS_RETIRED.LOCK.LOADS,r21d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.LOCK.STORES,r22d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.LOADS,r41d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.STORES,r42d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.ALL.LOADS,r81d0:u,0.569296830443,10486005,10485918,10485769,10485779,10485796,10485790,10485773,10485769,10485785,10485734,10485786,10485784,10485822,10485780,10485771,10485839,10485790,10485776,10485765,10485781,10485823,10485830,10485849,10485788,10485770,10485738,10485775,10485777,10485788,10485796,10485818,10485790
MEM_UOPS_RETIRED.ALL.STORES,r82d0:u,nan,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434
MEM_LOAD_UOPS_RETIRED.L1_HIT,r01d1:u,-0.446651977129,10482482,10484503,10475159,10483609,10483304,10481642,10481589,10483723,10484164,10484141,10484502,10483010,10480549,10483808,10480682,10484289,10484535,10484271,10483908,10484275,10483147,10483789,10483880,10483517,10483885,10483612,10483183,10483422,10483784,10484126,10484143,10484258
MEM_LOAD_UOPS_RETIRED.L2_HIT,r02d1:u,-0.443735496867,456,778,-1,-3,40,592,603,618,554,565,526,518,619,531,564,549,508,523,676,569,864,803,707,814,731,901,981,971,753,606,560,585
MEM_LOAD_UOPS_RETIRED.L3_HIT,r04d1:u,0.441933009593,-18,1,75,-19,-31,-43,-53,-25,-11,1,26,-33,-64,-16,-83,-2,-5,8,-11,-20,-19,-29,-52,-1,-44,-15,-45,-9,-68,-47,-1,-43
MEM_LOAD_UOPS_RETIRED.L1_MISS,r08d1:u,-0.370251253297,662,882,75,75,149,745,815,656,599,542,586,599,676,634,595,687,533,566,723,661,1040,869,822,868,752,892,1033,1116,805,659,610,641
MEM_LOAD_UOPS_RETIRED.L2_MISS,r10d1:u,0.202415519341,209,70,77,76,103,104,209,51,49,-15,60,100,134,107,107,123,41,44,53,82,159,94,147,60,21,20,72,133,59,52,59,61
MEM_LOAD_UOPS_RETIRED.L3_MISS,r20d1:u,0.0381749512448,173,34,66,86,120,128,156,48,44,-7,61,150,177,88,138,81,35,24,47,97,171,67,119,50,62,-66,111,69,111,96,89,120
MEM_LOAD_UOPS_RETIRED.HIT_LFB,r40d1:u,0.536735204554,3253,352,11455,1932,3433,3934,3365,1483,1051,1012,1259,2088,2461,1057,1692,970,595,889,947,1675,2585,1185,1373,1388,1139,912,1401,1441,1202,983,873,940
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,r01d2:u,-0.169223424034,1,-1,4,-2,8,2,3,3,13,-3,7,5,-1,6,9,11,-9,6,0,3,16,5,1,2,1,18,2,2,-2,0,1,-1
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,r02d2:u,0.191285047688,0,0,0,0,0,0,0,-1,0,0,1,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,r04d2:u,-0.00627879145179,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,r08d2:u,0.146600206722,-26,15,3,-9,-62,-42,-60,-32,-13,5,4,-43,-70,-28,-19,-37,-15,-21,-5,-44,25,-15,73,-14,-51,87,-13,10,-64,-62,-35,-62
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,r01d3:u,0.335051945467,77,48,251,122,91,115,105,34,-95,32,53,36,151,27,13,243,87,96,75,30,24,75,-22,49,49,-117,35,28,94,105,57,49
BACLEARS.ANY,r1fe6:u,0.0581929390319,1,1,17,4,8,14,10,4,0,2,11,7,2,3,5,4,4,5,7,-2,3,0,0,12,2,-2,7,10,6,5,13,12
L2_TRANS.DEMAND_DATA_RD,r01f0:u,0.20831709351,1889,2218,2356,1732,1813,2098,2019,1902,1808,1853,1838,1817,1952,1851,1814,2090,1829,1839,1918,1839,2193,2124,1972,2143,2030,2144,2341,2310,2116,1926,1852,1868
L2_TRANS.RFO,r02f0:u,0.176562661867,65564,65553,65524,65632,65528,65547,65526,65508,65365,65513,65502,65530,65568,65506,65490,65786,65496,65548,65561,65523,65549,65510,65270,65531,65546,65103,65508,65464,65530,65548,65507,65529
L2_TRANS.CODE_RD,r04f0:u,-0.0738742129588,10,9,6,23,13,40,2,0,17,11,8,27,14,5,0,-3,-4,13,26,9,35,21,22,15,6,3,6,25,15,3,17,16
L2_TRANS.ALL_PF,r08f0:u,0.471949948397,132055,131767,132059,131825,132557,131996,131906,131762,131203,131213,131829,131359,131873,131207,131239,132004,131221,131218,131173,131208,131037,131004,131447,131017,131109,130984,131282,130914,130946,131208,131267,131488
L2_TRANS.L1D_WB,r10f0:u,-0.588123800024,65385,65245,65185,65025,65363,65405,65452,65434,65277,65418,65344,65500,65432,65419,65414,65272,65425,65445,65592,65548,65534,65581,65522,65608,65581,65440,65549,65538,65507,65433,65398,65339
L2_TRANS.L2_FILL,r20f0:u,0.436461805261,132387,132069,131910,132121,132593,132235,132063,131951,131440,131602,132039,131632,132096,131508,131494,132021,131527,131702,131664,131627,131650,131659,132083,131681,131616,131383,131746,131512,131458,131697,131536,131770
L2_TRANS.L2_WB,r40f0:u,-0.741769587701,63143,63009,63595,61977,63831,64746,64420,64552,65124,65161,64380,64491,64595,64479,64509,65181,65084,64939,65078,64720,64878,65262,64357,65064,64913,64777,65011,65034,64352,64080,64027,64009
L2_TRANS.ALL_REQUESTS,r80f0:u,0.389831908449,556901,555383,573598,559681,569085,550992,556516,557912,556722,543752,554016,557740,553487,552013,552202,551199,550216,549295,540111,557698,567213,545985,554781,556623,556096,559289,555824,554155,559840,553265,555185,552673
L2_LINES_IN.I,r01f1:u,0.629567307137,4,4,22,9,8,2,4,4,4,2,3,4,3,3,0,3,2,3,3,3,4,3,4,3,3,4,2,2,4,3,4,3
L2_LINES_IN.S,r02f1:u,-0.175104775142,7,16,35,20,14,22,17,7,17,15,21,21,29,33,56,21,41,26,28,36,27,-5,28,24,27,28,15,34,38,25,29,33
L2_LINES_IN.E,r04f1:u,0.431922135736,132244,132383,131541,132448,131895,132037,131971,131890,131612,130843,132104,131573,131605,131495,131461,131689,131569,131565,131674,131668,132226,131284,132131,131629,131619,131498,131729,131663,131570,131737,131513,131775
L2_LINES_IN.ALL,r07f1:u,0.434961107337,132264,132389,131601,132479,131891,132070,131997,131907,131612,130870,132116,131591,131634,131536,131512,131716,131607,131601,131700,131722,132252,131304,132180,131653,131660,131506,131748,131704,131584,131754,131560,131841
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,0.218356616965,1965,2164,2545,2455,1894,2067,1999,1939,1681,1065,2099,1711,1734,1662,1564,1793,1823,1812,1938,1948,3729,1674,2881,1860,1895,1814,2315,2242,1802,2028,1759,2082
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,0.155926797104,1344,1433,2618,1411,1427,1532,1492,1529,1679,1709,1449,1648,1641,1709,1637,1606,1831,1702,1645,1466,1975,1741,1645,1690,1756,1781,1614,1640,1710,1464,1729,1435
