Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,0.0114683546424,60,143,13,22,107,29,66,44,-33,181,167,47,22,85,39,-10,92,78,28,8,83,139,82,175,-29,74,109,-2,14,-28,52,102
RESOURCE_STALLS.ANY,r01a2:u,0.999976441323,8392397,8508702,9251581,5440883,920890,309656,325547,330494,286862,279235,267059,278712,242079,244877,221729,225844,207029,216273,199807,209030,193631,198712,210368,207837,207395,200678,198029,200747,195929,198280,203588,208555
RESOURCE_STALLS.RS,r04a2:u,0.999860852957,8377944,8496037,9043962,5245388,917581,300275,305198,315575,282315,274088,258893,256190,235898,237985,215786,212875,201538,204231,193525,201250,187130,189156,200973,201573,197729,191867,189194,189635,184578,189788,192023,188581
RESOURCE_STALLS.SB,r08a2:u,-0.0139315211853,237,-396,-439,200,-769,-899,877,-242,-694,-1120,10,708,-1110,-515,-424,69,-2692,513,318,-42,461,105,196,-696,222,-316,137,89,11,57,360,1569
RESOURCE_STALLS.ROB,r10a2:u,0.637055059004,10900,10276,182670,154922,3167,8416,16372,12949,3997,4821,6636,17761,5794,5854,4705,10532,6665,9408,4466,6264,4774,7637,7630,5608,7757,7268,7014,9203,9485,7027,9423,15506
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r01a3:u,0.0916372836439,165889,195051,430025,147352,109965,176099,206989,175070,242199,223754,198208,231964,233354,258352,215807,254632,428618,177274,132084,133999,196555,173819,358776,449976,122862,117989,130173,309249,286438,193944,276650,213229
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r02a3:u,0.999942668012,39866928,40084199,41917214,33949555,24961048,23711184,23720149,23729962,23660290,23641152,23639340,23585006,23586764,23554185,23537057,23551292,23532508,23481174,23469985,23488854,23504943,23475310,23509482,23518349,23483776,23476552,23476825,23482852,23473304,23466886,23493069,23487992
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,0.965494891831,5194664,4845845,6767949,1736291,310891,396807,520085,412356,427334,373776,385115,404074,382924,423128,376077,502906,779959,417181,228142,271529,418612,411312,636860,793179,243110,268506,284774,631885,678291,316647,523795,459991
CYCLE_ACTIVITY.CYCLES_L1D_PENDING,r08a3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSD.UOPS,r01a8:u,0.120395080312,42988639,42988442,42980825,42982833,42991183,42986356,42980641,42984758,42981666,42984400,42984667,42988865,42987026,42985552,42987564,42985163,42967365,42789118,42981870,42981078,42983054,42977997,42986458,42981953,42987355,42987093,42988666,42962150,42947315,42985377,42933604,42968030
ITLB.ITLB_FLUSH,r01ae:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS.DEMAND_DATA_RD,r01b0:u,0.397192199855,1791,1686,3547,1733,1706,1690,2024,1658,1586,1504,1550,1584,1526,1722,1497,1636,3192,2129,1435,1461,1684,2184,1514,2247,1472,1573,1573,1589,1839,1246,1290,1419
OFFCORE_REQUESTS.DEMAND_CODE_RD,r02b0:u,-0.0752282124285,-1,14,5,8,-1,14,7,0,19,10,12,5,5,16,8,7,18,2,4,3,7,15,13,9,9,8,1,8,0,5,4,0
OFFCORE_REQUESTS.DEMAND_RFO,r04b0:u,-0.216400523423,1595,1368,1444,1821,1748,1717,1953,1720,1831,1731,1797,1810,1953,1943,1844,1913,6040,2167,1762,1686,1688,1767,1871,1894,1822,1685,1668,2003,2274,1798,2118,2343
OFFCORE_REQUESTS.ALL_DATA_RD,r08b0:u,-0.130111328736,66274,65975,66010,66385,66343,66090,66529,66389,66073,66093,66087,66080,66069,66480,66369,66197,66110,66275,66108,66103,66135,66195,66080,66083,66172,66174,66169,66190,66201,66077,66109,66314
UOPS_EXECUTED.CORE,r02b1:u,0.146628534596,52452799,52444590,52448456,52460849,52454013,52447822,52456415,52453022,52447562,52447804,52446028,52448060,52447387,52444837,52446138,52448640,52478818,52442502,52434242,52436265,52436977,52444557,52450424,52446093,52442477,52444959,52446083,52446902,52448126,52444314,52449981,52443649
PAGE_WALKER_LOADS.DTLB_L1,r11bc:u,-0.157655693987,1756,1768,1799,1776,1774,1782,1776,1779,1784,1787,1785,1788,1787,1771,1775,1781,1782,1770,1780,1784,1782,1780,1787,1784,1781,1780,1779,1776,1773,1785,1776,1756
PAGE_WALKER_LOADS.ITLB_L1,r21bc:u,-0.0742919772515,0,0,1,-1,2,1,1,0,0,1,4,1,2,-1,-1,0,1,2,0,0,0,2,0,-1,0,0,0,1,0,1,-1,-2
PAGE_WALKER_LOADS.DTLB_L2,r12bc:u,-0.0478635308097,155,160,159,157,165,159,159,156,156,160,160,158,159,158,158,164,155,165,161,158,160,155,158,154,157,158,157,156,155,160,160,156
PAGE_WALKER_LOADS.ITLB_L2,r22bc:u,-0.396579380026,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PAGE_WALKER_LOADS.DTLB_L3,r14bc:u,0.225468374521,60,77,72,78,60,65,58,59,66,66,67,66,67,62,65,54,49,59,84,76,83,40,69,69,74,75,70,51,65,66,43,61
PAGE_WALKER_LOADS.ITLB_L3,r24bc:u,-0.275697155433,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0
PAGE_WALKER_LOADS.DTLB_MEMORY,r18bc:u,-0.175372369912,58,47,25,55,42,45,66,77,47,62,33,40,49,76,63,51,49,58,26,30,24,56,69,35,55,51,41,80,73,38,91,69
PAGE_WALKER_LOADS.ITLB_MEMORY,r28bc:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLB_FLUSH.DTLB_THREAD,r01bd:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLB_FLUSH.STLB_ANY,r20bd:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INST_RETIRED.ANY_P,instructions:u,0.315198297742,44040048,44040048,44040048,44040048,44040047,44040047,44040048,44040047,44040048,44040047,44040047,44040048,44040048,44040047,44040048,44040048,44040048,44040047,44040047,44040047,44040048,44040048,44040048,44040047,44040048,44040047,44040048,44040047,44040048,44040047,44040048,44040047
INST_RETIRED.ALL,r01c0:u,0.315198297742,44040048,44040048,44040048,44040048,44040047,44040047,44040048,44040047,44040048,44040047,44040047,44040048,44040048,44040047,44040048,44040048,44040048,44040047,44040047,44040047,44040048,44040048,44040048,44040047,44040048,44040047,44040048,44040047,44040048,44040047,44040048,44040047
OTHER_ASSISTS.AVX_TO_SSE,r08c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.SSE_TO_AVX,r10c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.ANY_WB_ASSIST,r40c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UOPS_RETIRED.ALL,r01c2:u,-0.217986098305,54529742,54529648,54529598,54529617,54529218,54530658,54529508,54530335,54530378,54530666,54530397,54530905,54531021,54530215,54530522,54529685,54530976,54529357,54527812,54529384,54527704,54530524,54534945,54533360,54531853,54530752,54530205,54531867,54532108,54529374,54531338,54530213
UOPS_RETIRED.RETIRE_SLOTS,r02c2:u,-0.218070878773,42995408,42995309,42995270,42995282,42994909,42996333,42995186,42996001,42996045,42996332,42996081,42996567,42996670,42995891,42996185,42995369,42996620,42995024,42993482,42995041,42993386,42996174,43000606,42998936,42997483,42996406,42995883,42997471,42997710,42995060,42996955,42995865
MACHINE_CLEARS.MEMORY_ORDERING,r02c3:u,0.620546851635,88,68,61,80,48,82,84,90,-3,0,-1,2,0,0,1,3,0,2,-1,1,1,2,2,7,-1,0,-2,4,1,1,0,-1
MACHINE_CLEARS.SMC,r04c3:u,-0.23539842117,66,70,82,66,106,100,88,99,107,111,106,101,105,108,124,114,86,59,18,69,34,89,146,191,78,93,95,92,72,95,79,83
MACHINE_CLEARS.MASKMOV,r20c3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_INST_RETIRED.ALL_BRANCHES,branch-instructions:u,0.222092590031,6291438,6291438,6291437,6291438,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291438,6291437,6291438,6291437,6291437,6291437,6291437,6291438,6291440,6291437,6291437,6291438,6291437,6291437,6291437,6291437
BR_INST_RETIRED.CONDITIONAL,r01c4:u,nan,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434
BR_INST_RETIRED.NEAR_CALL,r02c4:u,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BR_INST_RETIRED.ALL_BRANCHES,r04c4:u,0.79063342694,6291438,6291438,6291438,6291437,6291437,6291437,6291437,6291437,6291438,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437,6291437
BR_INST_RETIRED.NEAR_RETURN,r08c4:u,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BR_INST_RETIRED.NOT_TAKEN,r10c4:u,nan,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574,1048574
BR_INST_RETIRED.NEAR_TAKEN,r20c4:u,nan,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862,5242862
BR_INST_RETIRED.FAR_BRANCH,r40c4:u,0.204875903548,1,1,1,1,1,0,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,2,1,0,1
BR_MISP_RETIRED.ALL_BRANCHES,branch-misses:u,0.166105713915,63,31,31,5,11,19,29,51,28,24,19,10,33,1,55,35,-2,44,9,7,24,19,55,39,57,43,2,36,43,12,9,15
BR_MISP_RETIRED.CONDITIONAL,r01c5:u,-0.225497963338,21,1,12,2,47,5,36,44,15,4,27,39,-9,0,50,21,25,27,6,12,16,21,14,60,12,41,-16,39,40,22,19,20
BR_MISP_RETIRED.ALL_BRANCHES,r04c5:u,-0.22709321416,23,1,12,2,51,5,41,49,17,5,29,43,-11,0,56,23,27,28,7,13,16,23,16,66,13,47,-19,44,43,24,19,22
BR_MISP_RETIRED.NEAR_TAKEN,r20c5:u,-0.24550255551,15,-4,5,-4,39,1,28,35,12,2,21,32,-15,-4,42,16,19,19,3,7,13,14,5,45,7,35,-17,31,27,18,8,14
FP_ASSIST.X87_OUTPUT,r02ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.X87_INPUT,r04ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_OUTPUT,r08ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_INPUT,r10ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.ANY,r1eca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROB_MISC_EVENTS.LBR_INSERTS,r20cc:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.STLB_MISS.LOADS,r11d0:u,0.560710039928,2,2,816,2,3,1,2,3,2,1,2,2,2,1,2,2,2,2,2,1,1,3,1,2,2,2,2,2,3,1,2,2
MEM_UOPS_RETIRED.STLB_MISS.STORES,r12d0:u,-0.84105483156,1021,1021,1021,1020,1024,1023,1024,1024,1024,1024,1023,1024,1023,1023,1024,1024,1024,1023,1024,1024,1024,1023,1023,1024,1024,1023,1024,1024,1024,1023,1023,1023
MEM_UOPS_RETIRED.LOCK.LOADS,r21d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.LOCK.STORES,r22d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.LOADS,r41d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.STORES,r42d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.ALL.LOADS,r81d0:u,-0.334772579428,10485673,10485771,10485794,10485788,10485751,10485759,10485835,10485799,10485788,10485779,10485760,10485814,10485809,10485793,10485774,10485809,10485772,10485774,10485771,10485782,10485827,10485774,10485771,10485819,10485879,10485760,10485762,10485755,10485884,10485761,10485837,10485854
MEM_UOPS_RETIRED.ALL.STORES,r82d0:u,nan,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434,6291434
MEM_LOAD_UOPS_RETIRED.L1_HIT,r01d1:u,-0.331445492694,10484876,10484477,10474613,10485281,10483962,10481657,10481592,10481681,10483333,10483986,10483508,10482948,10484172,10484027,10483160,10484270,10484402,10484182,10484159,10484096,10483559,10483876,10482814,10483546,10483781,10483722,10483588,10483768,10483028,10484453,10484413,10484125
MEM_LOAD_UOPS_RETIRED.L2_HIT,r02d1:u,-0.489159767872,398,727,0,-2,31,622,610,666,566,571,541,536,542,533,539,568,514,532,679,664,1067,808,659,818,765,908,955,910,849,613,589,573
MEM_LOAD_UOPS_RETIRED.L3_HIT,r04d1:u,0.357534994187,-45,3,-28,-15,-64,-82,-85,-76,-57,-34,-45,-49,-11,-16,-69,-14,-23,-74,-74,-81,-75,-41,-54,-22,-84,-58,-69,-60,-83,-7,-53,-2
MEM_LOAD_UOPS_RETIRED.L1_MISS,r08d1:u,-0.506100438643,440,748,108,267,72,630,665,699,739,615,642,569,604,603,648,622,542,657,765,689,1070,941,724,827,907,919,990,924,843,905,816,714
MEM_LOAD_UOPS_RETIRED.L2_MISS,r10d1:u,0.0925535343581,38,56,107,272,35,40,55,66,149,46,118,51,50,65,87,58,53,112,97,47,55,59,37,39,147,31,37,38,83,262,219,143
MEM_LOAD_UOPS_RETIRED.L3_MISS,r20d1:u,-0.0900521618265,22,32,112,245,54,49,115,67,182,37,87,61,58,60,156,62,50,186,132,108,107,85,49,29,185,96,104,107,127,142,182,141
MEM_LOAD_UOPS_RETIRED.HIT_LFB,r40d1:u,0.486512385102,507,301,12042,2732,1704,2175,3462,1919,2617,1071,1335,1139,1193,1090,1683,842,789,1738,1068,780,1268,993,992,1112,1222,1060,1125,1025,1209,818,720,1136
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,r01d2:u,-0.191588357905,-3,-8,0,9,-6,-1,2,0,0,1,3,0,11,0,12,4,-1,3,0,2,-2,-1,2,0,-1,1,6,-3,1,-1,-4,-5
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,r02d2:u,0.0278230648713,0,0,0,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,r04d2:u,0.0988555931458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,r08d2:u,0.2218768985,16,26,-61,-72,-34,-9,-80,-29,-57,-23,-56,-24,-51,7,-45,-33,-4,-94,-81,-90,-79,-9,-33,-19,-66,-66,-43,-52,-72,9,-52,32
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,r01d3:u,-0.105517655925,23,1,142,120,87,39,143,65,324,79,31,135,42,58,47,66,39,118,140,113,122,83,37,59,114,108,64,96,103,41,109,-4
BACLEARS.ANY,r1fe6:u,-0.112015542823,6,2,6,9,6,4,8,4,9,10,9,8,4,5,18,8,8,3,2,4,7,6,4,10,7,11,7,9,10,4,5,-4
L2_TRANS.DEMAND_DATA_RD,r01f0:u,0.0769195433167,1745,2037,2455,1733,1785,1986,1994,1974,2106,1917,1830,1911,1849,1850,1838,1899,1835,1874,1911,1935,2364,2162,2005,2108,2075,2242,2274,2190,2068,1918,1899,1870
L2_TRANS.RFO,r02f0:u,-0.138883217971,65503,65478,65548,65558,65528,65479,65541,65506,65590,65481,65518,65520,65488,65539,65508,65507,65540,65543,65561,65546,65533,65523,65521,65512,65553,65560,65509,65553,65594,65531,65598,65493
L2_TRANS.CODE_RD,r04f0:u,-0.111598021134,14,17,8,10,6,10,18,7,18,10,10,34,20,10,36,16,8,17,28,24,20,4,4,25,27,20,2,1,19,9,18,5
L2_TRANS.ALL_PF,r08f0:u,-0.0228427322578,131417,130729,131858,131674,131451,131769,131942,131955,131927,131292,131043,131723,131110,131155,131285,131168,130968,131353,131302,131320,131288,131455,131337,130953,131479,131427,131401,131583,131757,131460,132012,131114
L2_TRANS.L1D_WB,r10f0:u,0.0568295556342,65165,65639,65649,65088,65534,65506,65451,65436,65362,65470,65463,65448,65501,65521,65527,65510,65433,65369,64709,65431,65540,65480,65398,65429,65458,65482,65501,65467,65144,65299,64955,65370
L2_TRANS.L2_FILL,r20f0:u,-0.0470557166737,131898,131371,131721,132090,131729,131963,132082,132057,132098,131608,131504,132045,131537,131609,131583,131584,131535,131744,131665,131684,131660,131748,131590,131604,131788,131766,131721,131902,132097,131615,132261,131610
L2_TRANS.L2_WB,r40f0:u,-0.144606674496,63539,65004,62697,62359,64661,64839,64901,65015,64410,64941,64912,64343,64809,65013,65038,65042,64823,60291,57671,64163,64336,64983,65068,65001,64550,64458,64603,65073,62980,65127,63150,63925
L2_TRANS.ALL_REQUESTS,r80f0:u,-0.0570037974228,551759,553184,555489,557347,550212,552121,557171,553847,572416,552977,558465,557890,558409,556614,554195,555391,559869,552575,539558,553370,562147,555504,554630,558592,550173,550101,551960,550506,566888,555235,558059,544223
L2_LINES_IN.I,r01f1:u,-0.0895966527956,3,3,3,8,1,2,6,4,22,4,11,5,3,3,2,3,9,10,3,10,6,2,3,3,2,2,2,2,10,6,4,-2
L2_LINES_IN.S,r02f1:u,-0.299715754788,9,16,16,15,18,11,25,-4,39,57,15,36,-12,11,28,33,22,27,22,42,38,19,28,48,31,63,33,40,52,25,38,13
L2_LINES_IN.E,r04f1:u,0.0874672681311,131988,131436,131757,131919,131538,131677,131893,131561,131899,131943,131545,132068,131539,131897,131539,131492,131548,131781,131609,131685,131654,131684,131538,131817,131803,131615,131707,131617,132073,131597,131830,131650
L2_LINES_IN.ALL,r07f1:u,0.0426783506946,132010,131431,131760,131941,131554,131690,131914,131579,131927,131974,131579,132090,131585,131886,131599,131538,131583,131807,131619,131728,131671,131725,131571,131867,131823,131665,131749,131654,132118,131625,131884,131697
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,0.140682364639,1885,1498,2612,1984,1625,1783,1909,1591,2290,1904,1952,2119,1787,1972,1731,1750,1899,2029,1767,2009,1870,1899,1560,2243,1860,1713,1728,1638,2703,1572,1821,2171
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,0.298280152845,1406,1459,2455,1514,1631,1525,1554,1665,1846,1465,1874,1471,1725,1557,1705,1756,1808,1424,1515,1383,1424,1444,1619,1481,1424,1591,1396,1608,1497,1563,1368,1571
