Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,r08d2:u,168339,138101,166063,141640,141629,155343,152330,155821,153297,153408,138938,157826,149155,150010,145803,177722
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,r01d3:u,7216,4613,7098,6172,5795,8273,4743,6136,4534,5195,4681,6667,4548,6364,9316,9766
BACLEARS.ANY,r1fe6:u,1797,1777,1845,1839,1814,1797,1821,1794,1829,1758,1819,1793,1706,1779,1754,1811
L2_TRANS.DEMAND_DATA_RD,r01f0:u,1160684,1174575,1202189,1176650,1242366,1242338,1246110,1238026,1118120,1117524,1093244,1110011,968196,983208,954252,1028488
L2_TRANS.RFO,r02f0:u,106574,108138,107578,110088,97135,82136,79263,85740,2571,2574,2573,2604,2553,2581,2590,2594
L2_TRANS.CODE_RD,r04f0:u,2189,2186,2192,2179,2493,2491,2250,2153,2564,2363,2202,2266,2069,2629,2240,2304
L2_TRANS.ALL_PF,r08f0:u,2620405,2596623,2527513,2623501,2677118,2625256,2590870,2636274,2696372,2608777,2646389,2677058,2677424,2612569,2514018,2634861
L2_TRANS.L1D_WB,r10f0:u,113150,180529,170007,185341,112601,174340,170259,174334,103488,101465,100229,101364,92806,92845,91285,92560
L2_TRANS.L2_FILL,r20f0:u,2612750,2661891,2609995,2701221,2690824,2630900,2698296,2664045,2662310,2640220,2668795,2710143,2642160,2632235,2580020,2639430
L2_TRANS.L2_WB,r40f0:u,4852,4934,4910,4964,4970,5099,5068,5078,9212,8675,7870,8758,7113,6531,5954,6559
L2_TRANS.ALL_REQUESTS,r80f0:u,7314189,7821913,7520154,7849596,7943830,7724154,8003446,7670489,7764039,7572034,7600817,7782702,7430623,7347315,7141441,7315341
L2_LINES_IN.I,r01f1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2_LINES_IN.S,r02f1:u,1739,1638,1700,1768,1641,1714,1764,1586,1647,1649,1679,1847,1592,1747,1605,1706
L2_LINES_IN.E,r04f1:u,2655946,2615723,2614751,2669311,2713619,2658896,2659474,2647838,2665212,2662895,2674431,2692495,2648357,2666553,2618484,2618750
L2_LINES_IN.ALL,r07f1:u,2657685,2617361,2616451,2671079,2715260,2660610,2661239,2649425,2666859,2664544,2676110,2694342,2649949,2668299,2620089,2620456
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,341365,379689,343299,343535,319557,335567,338266,325667,346342,336380,333141,333968,350279,345070,379512,346641
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,1164,1184,1184,1171,1238,1249,1312,1264,1291,1297,1258,1283,1271,1262,1287,1258
